song,artist,genre,explicit,year,duration_ms,speechiness,liveness,danceability,valence,Mood,Rating_popularity
Despacito (Featuring Daddy Yankee),Luis Fonsi,pop,FALSE,2017,228200,0.17,0.11,0.66,0.85,Cheerful,Underrated
Too Good At Goodbyes,Sam Smith,pop,FALSE,2017,201000,0.04,0.17,0.68,0.48,Sad,Popular
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,pop,FALSE,2016,251088,0.05,0.18,0.72,0.74,Happy,Popular
Havana (feat. Young Thug),Camila Cabello,pop,FALSE,2017,216896,0.03,0.1,0.77,0.42,Sad,Underrated
Thunder,Imagine Dragons,rock,FALSE,2017,187146,0.05,0.16,0.6,0.3,Sad,Underrated
Something Just Like This,The Chainsmokers,pop,FALSE,2017,247160,0.03,0.16,0.62,0.45,Sad,Popular
Perfect,Ed Sheeran,pop,FALSE,2017,263400,0.02,0.11,0.6,0.17,Depressed,Popular
Little Dark Age,MGMT,rock,FALSE,2018,299960,0.04,0.1,0.71,0.62,Happy,Popular
goosebumps,Travis Scott,hip hop,TRUE,2016,243836,0.05,0.15,0.84,0.43,Sad,Popular
Bored,Billie Eilish,pop,FALSE,2017,180933,0.05,0.08,0.61,0.11,Depressed,Popular
Mask Off,Future,hip hop,TRUE,2017,204600,0.43,0.17,0.83,0.28,Sad,Popular
Him & I,G-Eazy,hip hop,TRUE,2017,268866,0.09,0.31,0.59,0.19,Depressed,Underrated
Cold (feat. Future),Maroon 5,pop,TRUE,2017,234308,0.11,0.04,0.7,0.51,Sad,Underrated
Swang,Rae Sremmurd,hip hop,TRUE,2016,208120,0.06,0.1,0.68,0.17,Depressed,Popular
Save That Shit,Lil Peep,hip hop,TRUE,2017,231546,0.03,0.42,0.53,0.15,Depressed,Popular
Plain Jane,A$AP Ferg,hip hop,TRUE,2017,173600,0.28,0.09,0.8,0.52,Happy,Popular
Unforgettable,French Montana,hip hop,TRUE,2017,233901,0.12,0.1,0.73,0.73,Happy,Popular
Bank Account,21 Savage,hip hop,TRUE,2017,220306,0.35,0.09,0.88,0.38,Sad,Popular
More Than You Know,Axwell /\ Ingrosso,pop,FALSE,2017,203000,0.03,0.29,0.65,0.53,Happy,Underrated
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,pop,FALSE,2017,239000,0.04,0.11,0.26,0.1,Depressed,Popular
Mi Gente,J Balvin,latin,FALSE,2017,189029,0.09,0.13,0.55,0.31,Sad,Underrated
You Don't Know Me - Radio Edit,Jax Jones,hip hop,TRUE,2016,213946,0.14,0.19,0.88,0.68,Happy,Underrated
Black Beatles,Rae Sremmurd,hip hop,TRUE,2016,291893,0.06,0.13,0.79,0.36,Sad,Popular
BUTTERFLY EFFECT,Travis Scott,hip hop,FALSE,2017,190677,0.05,0.11,0.76,0.18,Depressed,Underrated
XO Tour Llif3,Lil Uzi Vert,hip hop,TRUE,2017,182706,0.23,0.11,0.73,0.4,Sad,Popular
Whatever It Takes,Imagine Dragons,rock,FALSE,2017,201240,0.03,0.12,0.67,0.56,Happy,Popular
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,hip hop,TRUE,2016,177184,0.15,0.09,0.89,0.23,Depressed,Popular
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,hip hop,TRUE,2017,216408,0.11,0.19,0.7,0.78,Cheerful,Popular
No Limit,G-Eazy,hip hop,TRUE,2017,245386,0.24,0.09,0.84,0.41,Sad,Underrated
Magnolia,Playboi Carti,hip hop,TRUE,2017,181812,0.29,0.35,0.79,0.44,Sad,Popular
Hold On,Chord Overstreet,pop,FALSE,2017,198853,0.05,0.08,0.62,0.17,Depressed,Popular
Believer,Imagine Dragons,rock,FALSE,2017,204346,0.11,0.14,0.78,0.71,Happy,Underrated
Criminal,Natti Natasha,pop,FALSE,2017,232549,0.06,0.26,0.81,0.84,Cheerful,Popular
HUMBLE.,Kendrick Lamar,hip hop,TRUE,2017,177000,0.09,0.1,0.91,0.42,Sad,Underrated
Attention,Charlie Puth,pop,FALSE,2017,211475,0.04,0.08,0.77,0.78,Cheerful,Underrated
Human,Rag'n'Bone Man,R&B,FALSE,2017,200186,0.3,0.17,0.6,0.55,Happy,Popular
do re mi,blackbear,hip hop,TRUE,2017,212027,0.05,0.12,0.75,0.17,Depressed,Underrated
Look What You Made Me Do,Taylor Swift,pop,FALSE,2017,211853,0.12,0.13,0.77,0.51,Sad,Popular
Tunnel Vision,Kodak Black,hip hop,TRUE,2017,268186,0.29,0.12,0.5,0.23,Depressed,Underrated
DNA.,Kendrick Lamar,hip hop,TRUE,2017,185946,0.36,0.09,0.64,0.39,Sad,Underrated
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,hip hop,TRUE,2017,209269,0.06,0.12,0.84,0.81,Cheerful,Underrated
Jocelyn Flores,XXXTENTACION,hip hop,TRUE,2017,119133,0.24,0.3,0.87,0.44,Sad,Popular
Bad and Boujee (feat. Lil Uzi Vert),Migos,hip hop,TRUE,2017,343150,0.24,0.12,0.93,0.17,Depressed,Popular
Scared to Be Lonely,Martin Garrix,pop,FALSE,2017,220883,0.06,0.26,0.58,0.2,Depressed,Popular
Mama,Jonas Blue,pop,FALSE,2017,181614,0.04,0.05,0.74,0.55,Happy,Underrated
Solo Dance,Martin Jensen,pop,FALSE,2016,174933,0.05,0.19,0.74,0.36,Sad,Underrated
...Ready For It?,Taylor Swift,pop,FALSE,2017,208186,0.14,0.2,0.61,0.42,Sad,Popular
There's Nothing Holdin' Me Back,Shawn Mendes,pop,FALSE,2017,199440,0.06,0.09,0.86,0.97,Cheerful,Underrated
All Night,The Vamps,pop,FALSE,2017,197640,0.04,0.33,0.54,0.51,Sad,Popular
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,hip hop,TRUE,2017,204173,0.07,0.12,0.67,0.63,Happy,Popular
Congratulations,Post Malone,hip hop,TRUE,2016,220293,0.04,0.25,0.63,0.49,Sad,Popular
Without You (feat. Sandro Cavazza),Avicii,pop,TRUE,2017,181672,0.04,0.05,0.66,0.3,Sad,Popular
Symphony (feat. Zara Larsson),Clean Bandit,pop,FALSE,2017,214866,0.04,0.23,0.72,0.5,Sad,Underrated
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,hip hop,TRUE,2017,223413,0.06,0.09,0.89,0.87,Cheerful,Popular
Glorious (feat. Skylar Grey),Macklemore,hip hop,TRUE,2017,220454,0.05,0.11,0.73,0.36,Sad,Popular
NUMB,Hayden James,pop,TRUE,2019,217296,0.04,0.09,0.62,0.4,Sad,Underrated
Strip That Down,Liam Payne,pop,FALSE,2017,204502,0.05,0.08,0.87,0.53,Happy,Underrated
Passionfruit,Drake,hip hop,TRUE,2017,298940,0.04,0.11,0.81,0.36,Sad,Underrated
Friends (with BloodPop®),Justin Bieber,pop,FALSE,2017,189466,0.04,0.31,0.74,0.65,Happy,Underrated
I Don’t Wanna Live Forever (Fifty Shades Darker) - From "Fifty Shades Darker (Original Motion Picture Soundtrack)",ZAYN,pop,FALSE,2016,245200,0.06,0.33,0.74,0.09,Depressed,Underrated
Scars To Your Beautiful,Alessia Cara,pop,FALSE,2016,230226,0.27,0.11,0.32,0.45,Sad,Popular
Call on Me - Ryan Riback Remix,Starley,pop,FALSE,2016,222040,0.04,0.16,0.67,0.72,Happy,Underrated
Weak,AJR,rock,FALSE,2017,201160,0.04,0.18,0.67,0.68,Happy,Underrated
Lust for Life (with The Weeknd),Lana Del Rey,pop,FALSE,2017,264011,0.06,0.36,0.5,0.3,Sad,Underrated
Reggaetón Lento (Remix),CNCO,pop,FALSE,2017,188786,0.08,0.1,0.62,0.65,Happy,Underrated
I Feel It Coming,The Weeknd,pop,FALSE,2016,269186,0.12,0.07,0.77,0.59,Happy,Popular
Paris,The Chainsmokers,pop,FALSE,2017,221506,0.03,0.09,0.65,0.22,Depressed,Popular
Mercy,Shawn Mendes,pop,FALSE,2017,208733,0.08,0.11,0.56,0.38,Sad,Underrated
Lonely Together (feat. Rita Ora),Avicii,pop,FALSE,2017,181812,0.06,0.07,0.66,0.27,Sad,Underrated
24K Magic,Bruno Mars,pop,FALSE,2016,225983,0.08,0.15,0.82,0.63,Happy,Popular
Homemade Dynamite - REMIX,Lorde,pop,TRUE,2017,214254,0.08,0.13,0.78,0.18,Depressed,Underrated
It Ain't Me (with Selena Gomez),Kygo,pop,FALSE,2017,220780,0.07,0.09,0.64,0.52,Happy,Popular
God's Plan,Drake,hip hop,TRUE,2018,198973,0.11,0.55,0.75,0.36,Sad,Popular
rockstar (feat. 21 Savage),Post Malone,hip hop,TRUE,2018,218146,0.07,0.13,0.59,0.13,Depressed,Popular
Ric Flair Drip (with Metro Boomin),Offset,hip hop,TRUE,2017,172800,0.21,0.11,0.88,0.33,Sad,Popular
Him & I (with Halsey),G-Eazy,hip hop,TRUE,2017,268866,0.09,0.31,0.59,0.19,Depressed,Popular
In My Mind,Dynoro,pop,FALSE,2018,184560,0.15,0.12,0.69,0.16,Depressed,Popular
Lucid Dreams,Juice WRLD,hip hop,TRUE,2018,239835,0.2,0.34,0.51,0.22,Depressed,Popular
The Middle,Zedd,hip hop,FALSE,2018,184732,0.04,0.11,0.75,0.44,Sad,Popular
FRIENDS,Marshmello,pop,TRUE,2018,202620,0.05,0.13,0.63,0.53,Happy,Popular
I Like It,Cardi B,hip hop,TRUE,2018,253390,0.13,0.37,0.82,0.65,Happy,Popular
Moonlight,XXXTENTACION,hip hop,TRUE,2018,135090,0.08,0.1,0.92,0.71,Happy,Popular
no tears left to cry,Ariana Grande,pop,FALSE,2018,205920,0.06,0.29,0.7,0.35,Sad,Popular
Mo Bamba,Sheck Wes,hip hop,TRUE,2018,183906,0.03,0.25,0.73,0.26,Sad,Popular
One Kiss (with Dua Lipa),Calvin Harris,hip hop,FALSE,2018,214846,0.11,0.08,0.79,0.59,Happy,Popular
Taste (feat. Offset),Tyga,hip hop,TRUE,2018,232959,0.12,0.1,0.88,0.34,Sad,Popular
SICKO MODE,Travis Scott,hip hop,TRUE,2018,312820,0.22,0.12,0.83,0.45,Sad,Popular
Natural,Imagine Dragons,rock,FALSE,2018,189466,0.04,0.08,0.7,0.22,Depressed,Popular
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,hip hop,TRUE,2018,212500,0.23,0.06,0.84,0.62,Happy,Popular
lovely (with Khalid),Billie Eilish,pop,FALSE,2018,200185,0.03,0.1,0.35,0.12,Depressed,Popular
Walk It Talk It,Migos,hip hop,TRUE,2018,276147,0.18,0.11,0.91,0.4,Sad,Popular
Nonstop,Drake,hip hop,TRUE,2018,238614,0.12,0.1,0.91,0.42,Sad,Popular
FEFE,6ix9ine,hip hop,TRUE,2018,179404,0.41,0.14,0.93,0.38,Sad,Underrated
Call Out My Name,The Weeknd,pop,FALSE,2018,228373,0.04,0.31,0.46,0.18,Depressed,Popular
Te Boté - Remix,Nio Garcia,latin,TRUE,2018,417920,0.21,0.06,0.9,0.44,Sad,Popular
MotorSport,Migos,hip hop,TRUE,2018,303076,0.18,0.33,0.9,0.19,Depressed,Popular
X,Nicky Jam,latin,FALSE,2019,172854,0.06,0.3,0.59,0.69,Happy,Popular
SAD!,XXXTENTACION,hip hop,TRUE,2018,166605,0.15,0.12,0.74,0.47,Sad,Popular
Plug Walk,Rich The Kid,hip hop,TRUE,2018,175229,0.14,0.11,0.88,0.16,Depressed,Popular
All The Stars (with SZA),Kendrick Lamar,hip hop,TRUE,2018,232186,0.06,0.09,0.7,0.55,Happy,Popular
God is a woman,Ariana Grande,pop,TRUE,2018,197546,0.06,0.24,0.6,0.27,Sad,Popular
Nevermind,Dennis Lloyd,pop,FALSE,2017,156600,0.2,0.41,0.6,0.08,Depressed,Popular
we fell in love in october,girl in red,pop,FALSE,2018,184153,0.03,0.16,0.57,0.24,Depressed,Popular
Wolves,Selena Gomez,pop,FALSE,2017,197993,0.04,0.2,0.72,0.31,Sad,Popular
Jackie Chan,Tiësto,pop,TRUE,2018,215759,0.05,0.06,0.75,0.69,Happy,Popular
Silence,Marshmello,pop,FALSE,2017,180822,0.09,0.17,0.52,0.29,Sad,Popular
Body (feat. brando),Loud Luxury,pop,FALSE,2017,163216,0.04,0.05,0.75,0.58,Happy,Underrated
Let You Down,NF,hip hop,FALSE,2017,212120,0.12,0.18,0.66,0.46,Sad,Popular
changes,XXXTENTACION,hip hop,FALSE,2018,121886,0.03,0.1,0.67,0.52,Happy,Popular
Bodak Yellow,Cardi B,hip hop,TRUE,2018,223712,0.1,0.23,0.93,0.49,Sad,Popular
Yes Indeed,Lil Baby,hip hop,TRUE,2018,142273,0.53,0.11,0.96,0.56,Happy,Popular
Vaina Loca,Ozuna,latin,FALSE,2018,176133,0.08,0.2,0.75,0.56,Happy,Popular
How Long,Charlie Puth,pop,FALSE,2018,200853,0.08,0.04,0.85,0.81,Cheerful,Popular
Better Now,Post Malone,hip hop,TRUE,2018,231266,0.04,0.14,0.68,0.34,Sad,Popular
Look Alive (feat. Drake),BlocBoy JB,hip hop,TRUE,2018,181263,0.27,0.11,0.92,0.6,Happy,Popular
River (feat. Ed Sheeran),Eminem,hip hop,TRUE,2017,221013,0.52,0.07,0.75,0.66,Happy,Popular
Happier,Marshmello,pop,FALSE,2018,214289,0.05,0.17,0.69,0.67,Happy,Popular
Be Alright,Dean Lewis,pop,TRUE,2018,196373,0.04,0.08,0.55,0.44,Sad,Popular
Stir Fry,Migos,hip hop,TRUE,2018,190288,0.27,0.16,0.82,0.51,Sad,Popular
In My Feelings,Drake,hip hop,TRUE,2018,217925,0.13,0.4,0.84,0.35,Sad,Popular
Me Niego (feat. Ozuna & Wisin),Reik,pop,FALSE,2018,221653,0.1,0.64,0.78,0.77,Cheerful,Underrated
Eastside (with Halsey & Khalid),benny blanco,hip hop,FALSE,2018,173799,0.32,0.12,0.56,0.32,Sad,Popular
Trip,Ella Mai,hip hop,FALSE,2018,213993,0.14,0.11,0.48,0.36,Sad,Popular
2002,Anne-Marie,pop,FALSE,2018,186986,0.12,0.14,0.7,0.6,Happy,Popular
Finesse - Remix; feat. Cardi B,Bruno Mars,pop,FALSE,2017,217288,0.1,0.02,0.7,0.93,Cheerful,Popular
The Greatest Show,Hugh Jackman,easy listening,FALSE,2017,302146,0.11,0.07,0.42,0.4,Sad,Popular
Bad At Love,Halsey,pop,FALSE,2017,181279,0.03,0.09,0.68,0.61,Happy,Popular
Never Be the Same,Camila Cabello,pop,FALSE,2018,226973,0.07,0.14,0.64,0.24,Depressed,Popular
IDGAF,Dua Lipa,pop,TRUE,2017,217946,0.09,0.08,0.84,0.51,Happy,Popular
Mine,Bazzi,pop,TRUE,2018,131064,0.07,0.45,0.71,0.72,Happy,Popular
I Like Me Better,Lauv,pop,FALSE,2018,197436,0.25,0.1,0.75,0.42,Sad,Popular
This Feeling,The Chainsmokers,pop,FALSE,2018,197946,0.04,0.09,0.58,0.45,Sad,Popular
Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,pop,TRUE,2018,235545,0.05,0.13,0.85,0.45,Sad,Popular
Love Lies (with Normani),Khalid,pop,FALSE,2018,201707,0.04,0.13,0.71,0.34,Sad,Popular
Nice For What,Drake,hip hop,TRUE,2018,210746,0.07,0.12,0.59,0.76,Happy,Popular
LOVE. FEAT. ZACARI.,Kendrick Lamar,hip hop,TRUE,2017,213400,0.09,0.15,0.8,0.78,Cheerful,Popular
Psycho (feat. Ty Dolla $ign),Post Malone,hip hop,TRUE,2018,221440,0.11,0.11,0.75,0.46,Sad,Popular
Old Town Road - Remix,Lil Nas X,hip hop,FALSE,2019,157066,0.1,0.11,0.88,0.64,Happy,Popular
bad guy,Billie Eilish,pop,FALSE,2019,194087,0.38,0.1,0.7,0.56,Happy,Popular
Señorita,Shawn Mendes,pop,FALSE,2019,190799,0.03,0.08,0.76,0.75,Happy,Popular
7 rings,Ariana Grande,pop,TRUE,2019,178626,0.33,0.09,0.78,0.33,Sad,Popular
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,hip hop,FALSE,2019,157560,0.06,0.07,0.76,0.93,Cheerful,Popular
Lost in the Fire (feat. The Weeknd),Gesaffelstein,Electronic,TRUE,2019,202093,0.04,0.12,0.66,0.17,Depressed,Popular
Without Me,Halsey,pop,TRUE,2018,201660,0.07,0.09,0.75,0.53,Happy,Popular
Ride It,Regard,pop,FALSE,2019,157605,0.09,0.11,0.88,0.88,Cheerful,Popular
Shallow,Lady Gaga,pop,FALSE,2018,215733,0.03,0.23,0.57,0.32,Sad,Popular
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,pop,FALSE,2018,217466,0.07,0.39,0.6,0.24,Depressed,Popular
Someone You Loved,Lewis Capaldi,pop,FALSE,2019,182160,0.03,0.11,0.5,0.45,Sad,Popular
Pure Water (with Migos),Mustard,hip hop,TRUE,2019,192470,0.13,0.34,0.68,0.14,Depressed,Popular
Shotta Flow (feat. Blueface) [Remix],NLE Choppa,hip hop,TRUE,2019,176631,0.42,0.14,0.89,0.57,Happy,Underrated
ZEZE (feat. Travis Scott & Offset),Kodak Black,hip hop,TRUE,2018,228759,0.18,0.09,0.86,0.5,Sad,Popular
Con Calma,Daddy Yankee,latin,FALSE,2019,193226,0.06,0.06,0.74,0.66,Happy,Popular
Let Me Down Slowly,Alec Benjamin,rock,FALSE,2018,169353,0.03,0.12,0.65,0.48,Sad,Popular
Kill This Love,BLACKPINK,pop,FALSE,2019,189052,0.24,0.33,0.74,0.58,Happy,Underrated
Piece Of Your Heart,MEDUZA,pop,FALSE,2019,152913,0.03,0.07,0.68,0.63,Happy,Popular
SICKO MODE,Travis Scott,hip hop,TRUE,2018,312820,0.22,0.12,0.83,0.45,Sad,Popular
Mad Love,Mabel,pop,FALSE,2019,169813,0.16,0.11,0.63,0.62,Happy,Underrated
Doin' Time,Lana Del Rey,pop,TRUE,2019,202192,0.04,0.09,0.64,0.52,Happy,Popular
Look Back at It,A Boogie Wit da Hoodie,hip hop,TRUE,2018,179449,0.04,0.15,0.79,0.54,Happy,Popular
Ransom,Lil Tecca,hip hop,TRUE,2019,131240,0.29,0.07,0.75,0.23,Depressed,Popular
lovely (with Khalid),Billie Eilish,pop,FALSE,2018,200185,0.03,0.1,0.35,0.12,Depressed,Popular
Don't Call Me Up,Mabel,pop,FALSE,2019,178480,0.15,0.08,0.67,0.23,Depressed,Popular
Old Town Road,Lil Nas X,hip hop,FALSE,2019,113000,0.13,0.1,0.91,0.51,Sad,Popular
Going Bad (feat. Drake),Meek Mill,hip hop,TRUE,2018,180522,0.09,0.25,0.89,0.54,Happy,Popular
Wow.,Post Malone,hip hop,TRUE,2019,149546,0.21,0.1,0.83,0.39,Sad,Popular
Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,hip hop,TRUE,2018,189486,0.3,0.11,0.58,0.43,Sad,Popular
emotions,iann dior,hip hop,FALSE,2019,131213,0.04,0.14,0.63,0.16,Depressed,Popular
Adan y Eva,Paulo Londra,hip hop,FALSE,2019,256971,0.34,0.07,0.77,0.72,Happy,Popular
Money In The Grave (Drake ft. Rick Ross),Drake,hip hop,TRUE,2019,205426,0.05,0.12,0.83,0.1,Depressed,Popular
MIA (feat. Drake),Bad Bunny,latin,FALSE,2018,210367,0.06,0.1,0.82,0.16,Depressed,Popular
Pop Out (feat. Lil Tjay),Polo G,hip hop,TRUE,2019,166560,0.47,0.07,0.77,0.26,Sad,Popular
Robbery,Juice WRLD,hip hop,TRUE,2019,240050,0.05,0.15,0.69,0.58,Happy,Underrated
a lot,21 Savage,hip hop,TRUE,2018,288624,0.09,0.34,0.84,0.27,Sad,Popular
China,Anuel AA,latin,FALSE,2019,301714,0.09,0.08,0.79,0.61,Happy,Popular
Money,Cardi B,hip hop,TRUE,2018,183527,0.29,0.11,0.95,0.22,Depressed,Popular
"break up with your girlfriend, i'm bored",Ariana Grande,pop,TRUE,2019,190440,0.09,0.11,0.73,0.34,Sad,Popular
Location (feat. Burna Boy),Dave,hip hop,TRUE,2019,241293,0.3,0.1,0.81,0.55,Happy,Popular
Sweet but Psycho,Ava Max,pop,FALSE,2018,187436,0.05,0.17,0.72,0.63,Happy,Underrated
Don't Start Now,Dua Lipa,pop,FALSE,2019,183290,0.08,0.1,0.79,0.68,Happy,Popular
Giant (with Rag'n'Bone Man),Calvin Harris,hip hop,FALSE,2019,229184,0.04,0.08,0.81,0.61,Happy,Popular
Please Me,Cardi B,hip hop,TRUE,2019,200889,0.08,0.08,0.75,0.65,Happy,Popular
Dance Monkey,Tones And I,pop,FALSE,2019,209438,0.09,0.15,0.82,0.51,Happy,Popular
boyfriend (with Social House),Ariana Grande,pop,TRUE,2019,186106,0.46,0.16,0.4,0.7,Happy,Popular
Callaita,Bad Bunny,latin,TRUE,2019,250533,0.31,0.24,0.61,0.24,Depressed,Popular
So Am I,Ava Max,pop,FALSE,2019,183026,0.04,0.35,0.68,0.61,Happy,Underrated
Calma - Remix,Pedro Capó,pop,FALSE,2018,238200,0.05,0.14,0.83,0.76,Cheerful,Popular
MIDDLE CHILD,J. Cole,hip hop,TRUE,2019,213593,0.28,0.27,0.84,0.46,Sad,Popular
Thotiana,Blueface,hip hop,TRUE,2018,129264,0.27,0.11,0.91,0.39,Sad,Underrated
Suge,DaBaby,hip hop,TRUE,2019,163320,0.43,0.13,0.88,0.84,Cheerful,Popular
bury a friend,Billie Eilish,pop,FALSE,2019,193143,0.33,0.11,0.91,0.2,Depressed,Popular
Boy With Luv (feat. Halsey),BTS,pop,FALSE,2019,229773,0.1,0.19,0.65,0.8,Cheerful,Underrated
Easier,5 Seconds of Summer,pop,FALSE,2019,157492,0.22,0.1,0.51,0.62,Happy,Underrated
EARFQUAKE,"Tyler, The Creator",hip hop,TRUE,2019,190066,0.07,0.8,0.55,0.41,Sad,Popular
3 Nights,Dominic Fike,rock,FALSE,2018,177666,0.09,0.1,0.82,0.88,Cheerful,Popular
Secreto,Anuel AA,latin,FALSE,2019,258800,0.13,0.14,0.81,0.71,Happy,Popular
Nights Like This (feat. Ty Dolla $ign),Kehlani,hip hop,TRUE,2019,201787,0.15,0.15,0.61,0.29,Sad,Popular
Better Now,Post Malone,hip hop,TRUE,2018,231266,0.04,0.14,0.68,0.34,Sad,Popular
i'm so tired...,Lauv,pop,FALSE,2019,162582,0.2,0.24,0.6,0.53,Happy,Underrated
High Hopes,Panic! At The Disco,rock,FALSE,2018,190946,0.06,0.06,0.58,0.68,Happy,Popular
One Thing Right,Marshmello,pop,FALSE,2019,181823,0.05,0.58,0.66,0.44,Sad,Popular
How Do You Sleep?,Sam Smith,pop,FALSE,2019,202204,0.09,0.08,0.48,0.35,Sad,Popular
Goodbyes (Feat. Young Thug),Post Malone,hip hop,TRUE,2019,174960,0.07,0.11,0.58,0.18,Depressed,Underrated
Sucker,Jonas Brothers,pop,FALSE,2019,181026,0.06,0.11,0.84,0.95,Cheerful,Popular
Cruel Summer,Taylor Swift,pop,FALSE,2019,178426,0.16,0.11,0.55,0.56,Happy,Popular
Dancing With A Stranger (with Normani),Sam Smith,pop,FALSE,2019,171029,0.07,0.22,0.74,0.35,Sad,Popular
Circles,Post Malone,hip hop,FALSE,2019,215280,0.04,0.09,0.7,0.55,Happy,Popular
